FID,OBJECTID,SHAPE,BEZ,STRNAM,HNR,HNR_BIS,FUNDKATEGORIE,FUNDE,DATIERUNG,SE_ANNO_CAD_DATA
FUNDPUNKTEOGD.4547294,4547294,POINT (16.505202779388114 48.22800444041514),22,Aspern (Flugfeld),,,"Einzel-, Streufund",Keramik,Urgeschichte,
FUNDPUNKTEOGD.4547295,4547295,POINT (16.502857432778416 48.22283916944654),22,Aspern (Flugfeld),,,"Einzel-, Streufund",Keramik,Urgeschichte,
FUNDPUNKTEOGD.4547296,4547296,POINT (16.501604302470323 48.22314714430214),22,Aspern (Flugfeld),,,"Einzel-, Streufund",Keramik,Urgeschichte,
FUNDPUNKTEOGD.4547297,4547297,POINT (16.502858355875233 48.22331404505316),22,Aspern (Flugfeld),,,"Einzel-, Streufund",Keramik,Urgeschichte,
FUNDPUNKTEOGD.4547298,4547298,POINT (16.501504916232633 48.223236041187214),22,Aspern (Flugfeld),,,"Einzel-, Streufund",Keramik,Urgeschichte,
FUNDPUNKTEOGD.4547299,4547299,POINT (16.501274264529233 48.22307643764235),22,Aspern (Flugfeld),,,"Einzel-, Streufund",Keramik,Urgeschichte,
FUNDPUNKTEOGD.4547300,4547300,POINT (16.50115522626234 48.22327345172133),22,Aspern (Flugfeld),,,"Einzel-, Streufund",Keramik,unbekannt,
FUNDPUNKTEOGD.4547301,4547301,POINT (16.500914363073914 48.2228001433115),22,Aspern (Flugfeld),,,"Einzel-, Streufund",Keramik,unbekannt,
FUNDPUNKTEOGD.4547302,4547302,POINT (16.50077620299009 48.22277573584375),22,Aspern (Flugfeld),,,"Einzel-, Streufund",Keramik,Urgeschichte,
FUNDPUNKTEOGD.4547303,4547303,POINT (16.500811722385315 48.22236970490467),22,Aspern (Flugfeld),,,"Einzel-, Streufund",Keramik,Urgeschichte,
FUNDPUNKTEOGD.4547304,4547304,POINT (16.501328111761886 48.22264576584698),22,Aspern (Flugfeld),,,"Einzel-, Streufund",Keramik,Urgeschichte,
FUNDPUNKTEOGD.4547305,4547305,POINT (16.500309612145365 48.220795695252285),22,Aspern (Flugfeld),,,"Einzel-, Streufund",Keramik,Urgeschichte,
FUNDPUNKTEOGD.4547306,4547306,POINT (16.5003746378411 48.22098014291681),22,Aspern (Flugfeld),,,"Einzel-, Streufund",Keramik,Urgeschichte,
FUNDPUNKTEOGD.4547307,4547307,POINT (16.500282547651558 48.220967971730616),22,Aspern (Flugfeld),,,"Einzel-, Streufund",Keramik,Urgeschichte,
FUNDPUNKTEOGD.4547308,4547308,POINT (16.50019057543933 48.22099270840911),22,Aspern (Flugfeld),,,"Einzel-, Streufund",Keramik,Urgeschichte,
FUNDPUNKTEOGD.4547309,4547309,POINT (16.500357427858727 48.22135539091388),22,Aspern (Flugfeld),,,"Einzel-, Streufund",Keramik,Urgeschichte,
FUNDPUNKTEOGD.4547310,4547310,POINT (16.500055798527153 48.22202630955282),22,Aspern (Flugfeld),,,"Einzel-, Streufund",Keramik,Urgeschichte,
FUNDPUNKTEOGD.4547311,4547311,POINT (16.50047830219508 48.22173660192964),22,Aspern (Flugfeld),,,"Einzel-, Streufund",Keramik,Urgeschichte,
FUNDPUNKTEOGD.4547312,4547312,POINT (16.49964073842251 48.221768543868016),22,Aspern (Flugfeld),,,"Einzel-, Streufund",Keramik,Urgeschichte,
FUNDPUNKTEOGD.4547313,4547313,POINT (16.501457967233552 48.21723245213919),22,Aspern (Flugfeld),,,"Einzel-, Streufund","Keramik, Spinnwirtel, Knochen",Mittelalter,
FUNDPUNKTEOGD.4547314,4547314,POINT (16.50153580498358 48.21746751260439),22,Aspern (Flugfeld),,,"Einzel-, Streufund",Keramik,Römerzeit,
FUNDPUNKTEOGD.4547315,4547315,POINT (16.50305481124336 48.224647820109816),22,Aspern (Flugfeld),,,Grabbefund,"Brandgräber, Keramik",Urgeschichte,
FUNDPUNKTEOGD.4547316,4547316,POINT (16.501306142486946 48.21913851995591),22,Aspern (Flugfeld),,,Siedlungsbefund,"Wohngrube, Keramik",Urgeschichte,
FUNDPUNKTEOGD.4547317,4547317,POINT (16.507839278665625 48.21755822189491),22,Aspern (Flugfeld),,,"Einzel-, Streufund",Keramik,Urgeschichte,
FUNDPUNKTEOGD.4547318,4547318,POINT (16.50096379873053 48.217108497805704),22,Aspern (Flugfeld),,,"Einzel-, Streufund",Keramik,Urgeschichte,
FUNDPUNKTEOGD.4547319,4547319,POINT (16.507656179179236 48.21735932259628),22,Aspern (Flugfeld),,,"Einzel-, Streufund",Keramik,Urgeschichte,
FUNDPUNKTEOGD.4547320,4547320,POINT (16.50195845494631 48.21772899286949),22,Aspern (Flugfeld),,,"Einzel-, Streufund",Keramik,Mittelalter,
FUNDPUNKTEOGD.4547321,4547321,POINT (16.50105037774857 48.22198904932612),22,Aspern (Flugfeld),,,"Einzel-, Streufund",Keramik,unbekannt,
FUNDPUNKTEOGD.4547322,4547322,POINT (16.501754233764178 48.21761674622643),22,Aspern (Flugfeld),,,"Einzel-, Streufund",Keramik,Mittelalter,
FUNDPUNKTEOGD.4547323,4547323,POINT (16.480222833757374 48.21855695666329),22,Oberdorfstraße,11,,"Einzel-, Streufund",Keramik,Urgeschichte,
FUNDPUNKTEOGD.4547324,4547324,POINT (16.501455248320237 48.21759170777112),22,Aspern (Flugfeld),,,"Einzel-, Streufund",Keramik,unbekannt,
FUNDPUNKTEOGD.4547325,4547325,POINT (16.498904550747646 48.22391801908338),22,Aspern (Flugfeld),,,"Einzel-, Streufund",Keramik,Urgeschichte,
FUNDPUNKTEOGD.4547326,4547326,POINT (16.480593361550184 48.21875733697202),22,Oberdorfstraße,,,"Einzel-, Streufund",Keramik,Urgeschichte,
FUNDPUNKTEOGD.4547327,4547327,POINT (16.48651501718221 48.22742289352141),22,Aspern (Sandgrube Weber),,,"Einzel-, Streufund",Keramik,Urgeschichte,
FUNDPUNKTEOGD.4547328,4547328,POINT (16.48762897116651 48.227338711746455),22,Aspern (Sandgrube Weber),,,Grabbefund,Körpergrab,Urgeschichte,
FUNDPUNKTEOGD.4547329,4547329,POINT (16.4870507938811 48.22718781990624),22,Aspern (Sandgrube Weber),,,Grabbefund,"Keramik, Armschutzplatte, Knochen",Urgeschichte,
FUNDPUNKTEOGD.4547330,4547330,POINT (16.504425820982753 48.21728851757633),22,Aspern (Flugfeld),,,Siedlungsbefund,Hüttenfundament,Römerzeit,
FUNDPUNKTEOGD.4547331,4547331,POINT (16.49698231798075 48.221319000396576),22,Aspern (Sandgrube Kiesling),,,Siedlungsbefund,Wohngrube,Urgeschichte,
FUNDPUNKTEOGD.4547332,4547332,POINT (16.50108735262743 48.21853501217758),22,Aspern (Flugfeld),,,"Einzel-, Streufund",Keramik,Urgeschichte,
FUNDPUNKTEOGD.4547333,4547333,POINT (16.499220291118743 48.2195592860159),22,Aspern (Flugfeld),,,Siedlungsbefund,"Wohngrube, Gruben",Urgeschichte,
FUNDPUNKTEOGD.4547334,4547334,POINT (16.501220482268504 48.21829583559931),22,Aspern (Flugfeld),,,Siedlungsbefund,Wohngrube,Urgeschichte,
FUNDPUNKTEOGD.4547335,4547335,POINT (16.501938790347193 48.220203187275786),22,Aspern (Flugfeld),,,Siedlungsbefund,"Wohngrube, Keramik",Urgeschichte,
FUNDPUNKTEOGD.4547336,4547336,POINT (16.501510687399588 48.22450534197572),22,Aspern (Flugfeld),,,Siedlungsbefund,Wohngrube,Urgeschichte,
FUNDPUNKTEOGD.4547337,4547337,POINT (16.50033524745833 48.22197759931041),22,Aspern (Flugfeld),,,Siedlungsbefund,Gruben,Urgeschichte,
FUNDPUNKTEOGD.4547338,4547338,POINT (16.501442388175512 48.22441455493704),22,Aspern (Flugfeld),,,Siedlungsbefund,Wohngrube,Urgeschichte,
FUNDPUNKTEOGD.4547339,4547339,POINT (16.502743695046615 48.22378411493356),22,Aspern (Flugfeld),,,Siedlungsbefund,Keramik,Urgeschichte,
FUNDPUNKTEOGD.4547340,4547340,POINT (16.49881998975919 48.226614505954565),22,Aspern (Flugfeld),,,"Einzel-, Streufund",Keramik,Urgeschichte,
FUNDPUNKTEOGD.4547341,4547341,POINT (16.53633845861294 48.21001521989962),22,Eßlinger Hauptstraße,,,Grabbefund,Keramik,Mittelalter,
FUNDPUNKTEOGD.4546988,4546988,POINT (16.3926732939187 48.19269518716847),3,Rennweg,58,,Grabbefund,"Glas, Münzen, Fibel, Situlen, Lampen, Amphoren, Keramik, Vogelknochen, Schneckenhäuser",Römerzeit,
FUNDPUNKTEOGD.4546989,4546989,POINT (16.382820612336626 48.20607982521717),3,Vordere Zollamtsstraße,17,,"Einzel-, Streufund",Bronzebeschlag,Römerzeit,
FUNDPUNKTEOGD.4546990,4546990,POINT (16.366048299439576 48.21380702542045),1,Hohenstaufengasse,8,,"Einzel-, Streufund","Mauerwerk, Ziegel, Spolien, Tierknochen",Römerzeit,
FUNDPUNKTEOGD.4546991,4546991,POINT (16.370322798620304 48.20433108210693),1,Maysedergasse,2,,Siedlungsbefund,"Keramik, Ziegel, Beinwürfel, Glocke, Hammerspiel, Terra Sigillata",Römerzeit/Mittelalter,
FUNDPUNKTEOGD.4546992,4546992,POINT (16.374001156444667 48.21032239155596),1,Lichtensteg,2,,"Einzel-, Streufund","Keramik, Brunnen",Mittelalter,
FUNDPUNKTEOGD.4546993,4546993,POINT (16.368277261127822 48.20919239198243),1,Kohlmarkt,3,,Grabbefund,Grabsteine,unbekannt,
FUNDPUNKTEOGD.4546994,4546994,POINT (16.36687027810846 48.21115062707301),1,Heidenschuß,2,,Siedlungsbefund,Mauerwerk,unbekannt,
FUNDPUNKTEOGD.4546995,4546995,POINT (16.361531761933207 48.21112152439399),1,Löwelstraße,,,"Einzel-, Streufund","Mauerwerk, Münzen",Neuzeit,
FUNDPUNKTEOGD.4546996,4546996,POINT (16.37286491104221 48.20528252766362),1,Himmelpfortgasse,6,8b,Siedlungsbefund,"Gruben, Pfostenlöcher, Latrinen, Mauerwerk, Brandschicht, Keramik, Ring, Glas",Römerzeit/Mittelalter/Neuzeit,
FUNDPUNKTEOGD.4546997,4546997,POINT (16.380503509523344 48.1934523905996),3,Rennweg,6,,Siedlungsbefund,hölzerne Leitungsrohre,Neuzeit,
FUNDPUNKTEOGD.4546998,4546998,POINT (16.352084980304625 48.232451843956625),19,Schrottenbachgasse,3,,Siedlungsbefund,Wege,Neuzeit,
FUNDPUNKTEOGD.4546999,4546999,POINT (16.265256930248857 48.17392500969341),13,Joseph-Lister-Gasse,,,"Einzel-, Streufund","Klinge, Kernstein, Silices",Urgeschichte,
FUNDPUNKTEOGD.4547000,4547000,POINT (16.42775373753286 48.128412272475714),10,Klederinger Straße,,,"Einzel-, Streufund",Keramik,Mittelalter/Neuzeit,
FUNDPUNKTEOGD.4547001,4547001,POINT (16.339445569724397 48.25729449968371),,Cobenzlgasse,30,,Siedlungsbefund,Mauerwerk,Mittelalter/Neuzeit,
FUNDPUNKTEOGD.4547002,4547002,POINT (16.363322188061886 48.258724155570356),19,Kahlenberger Straße,10,,Siedlungsbefund,Mauerwerk,Mittelalter/Neuzeit,
FUNDPUNKTEOGD.4547003,4547003,POINT (16.394936004760797 48.190762365718946),3,Aspangstraße,49,53,Siedlungsbefund,"Gräbchen, Gruben, Wandverputz-, Ziegel- und Keramikreste, Knochen, Terra Sigillata",Römerzeit/Neuzeit,
FUNDPUNKTEOGD.4547004,4547004,POINT (16.333772083385 48.21608121133565),17,Steinergasse,16,18,Siedlungsbefund,"Ziegelöfen, Trockenhalle, Gräber, Gruben, Ziegel mit Inschrift, Ziegel mit Stempel, Stirnziegel, Plattenziegel, Keramik, Metall, Baumaterial, Schmuck",Urgeschichte/Römerzeit/Mittelalter,
FUNDPUNKTEOGD.4547005,4547005,POINT (16.36827857157907 48.211974101330455),1,Am Hof,10,,Siedlungsbefund,"Münze, Keramik",Römerzeit/Mittelalter,
FUNDPUNKTEOGD.4547006,4547006,POINT (16.36791263375593 48.211728256644534),1,Am Hof,9,,"Einzel-, Streufund",Säule,unbekannt,
FUNDPUNKTEOGD.4547007,4547007,POINT (16.377492157694643 48.20575596920798),1,Parkring,12,,Siedlungsbefund,Reste der Braunbastion,Neuzeit,
FUNDPUNKTEOGD.4547008,4547008,POINT (16.36441938554189 48.21244627909603),1,Freyung (Schottenstift),,,Siedlungsbefund,"Münzen, Bronzeglocke, Bronzebeschlag, Eisennägel, Tierknochen, Glas, Terra Sigillata, Keramik, Öllampen, Graben",Römerzeit,
FUNDPUNKTEOGD.4547009,4547009,POINT (16.31549193473695 48.18337516587868),13,Schönbrunner Schloßstraße,47,,Siedlungsbefund,"Wasserbecken, Garten, Bastion, Graben, Glasabzeichen",Neuzeit,
FUNDPUNKTEOGD.4547010,4547010,POINT (16.354141099003336 48.2056227564299),7,Mechitaristengasse,1,,"Einzel-, Streufund",Keramik,Neuzeit,
FUNDPUNKTEOGD.4547011,4547011,POINT (16.28847292382016 48.25139800045134),19,Keylwertgasse,5,,"Einzel-, Streufund",Tierknochen,unbekannt,
FUNDPUNKTEOGD.4547012,4547012,POINT (16.3655307678142 48.206794833093106),1,Hofburg,,,Grabbefund,Römisches Grab,Römerzeit,
FUNDPUNKTEOGD.4547013,4547013,POINT (16.371208477467675 48.20600548865259),1,Kärntner Straße,,,Siedlungsbefund,Ziegel,Neuzeit,
FUNDPUNKTEOGD.4547014,4547014,POINT (16.369575261991635 48.20762114007082),1,Dorotheergasse,8,10,Grabbefund,Gräber,Römerzeit,
FUNDPUNKTEOGD.4547015,4547015,POINT (16.379935973669088 48.21107442764703),1,Dominikanerbastei,,,"Einzel-, Streufund","Ziegel, Keramik, Mauerwerk",Römerzeit,
FUNDPUNKTEOGD.4547016,4547016,POINT (16.372049129715098 48.20827778924201),1,Stephansplatz,,,Siedlungsbefund,"Architekturteile, Mauerwerk",Mittelalter,
FUNDPUNKTEOGD.4547017,4547017,POINT (16.37961724874069 48.20804083944098),1,Dominikanerbastei,2,6,"Einzel-, Streufund",Steinplatten,unbekannt,
FUNDPUNKTEOGD.4547018,4547018,POINT (16.370644520902026 48.20468730657776),1,Kärntner Straße (Kärntnerhof),32,43,Siedlungsbefund,"Keramik, Terra Sigillata, Grube",Römerzeit,
FUNDPUNKTEOGD.4547019,4547019,POINT (16.36428594549724 48.21376918639979),1,Schottenbastei,8,,Siedlungsbefund,Straße,Römerzeit,
FUNDPUNKTEOGD.4547020,4547020,POINT (16.328006388832392 48.182234740570756),12,Meidling,,,Siedlungsbefund,Mauerwerk,Römerzeit,
FUNDPUNKTEOGD.4547021,4547021,POINT (16.25686138915042 48.19643691647208),13,Auhofstraße,221,,"Einzel-, Streufund","Lochaxt, Keramik",Urgeschichte/Mittelalter,
FUNDPUNKTEOGD.4547022,4547022,POINT (16.276184835150186 48.188969654123355),13,Auhofstraße,,,"Einzel-, Streufund",Daumennagelschaber,unbekannt,
FUNDPUNKTEOGD.4547023,4547023,POINT (16.291151165175737 48.17300247037735),13,Fasangartengasse,59,,Siedlungsbefund,römische Wasserleitung,Römerzeit,
FUNDPUNKTEOGD.4547024,4547024,POINT (16.28568601538007 48.1797068075253),13,Lainzer Straße,119,,Siedlungsbefund,"Mosaikboden, römische Wasserleitung",Römerzeit,
FUNDPUNKTEOGD.4547025,4547025,POINT (16.283860796535993 48.17784828891024),13,Lainzer Straße,132c,,"Einzel-, Streufund","Knochen, Münzen",Neuzeit,
FUNDPUNKTEOGD.4547026,4547026,POINT (16.242461107838455 48.22440522795823),14,Schuhbrecherinwald,,,Grabbefund,Hügelgräber,Römerzeit,
FUNDPUNKTEOGD.4547027,4547027,POINT (16.30193409234977 48.19212082880879),14,Einwanggasse,,,"Einzel-, Streufund",Münzen,Römerzeit,
FUNDPUNKTEOGD.4547028,4547028,POINT (16.300748175054775 48.1912379626558),14,Einwanggasse,25,,Siedlungsbefund,"Keramik, Mauerreste, Knochen, Mauerwerk",Römerzeit,
FUNDPUNKTEOGD.4547029,4547029,POINT (16.280765623401134 48.20635803745989),14,Steinhof,,,"Einzel-, Streufund",Münze,Römerzeit,
FUNDPUNKTEOGD.4547030,4547030,POINT (16.217133587753217 48.212802457729495),14,Vorbuchberg (Hadersdorf),,,"Einzel-, Streufund","Keramik, Bronzearmreifen",Urgeschichte/Mittelalter,
FUNDPUNKTEOGD.4547031,4547031,POINT (16.246138166973502 48.207705050382756),14,Wolfersberg,,,"Einzel-, Streufund",Münze,Römerzeit,
FUNDPUNKTEOGD.4547032,4547032,POINT (16.241537729176745 48.2065614122557),14,Wolfersberg,,,"Einzel-, Streufund",Flachaxt,Urgeschichte,
FUNDPUNKTEOGD.4547033,4547033,POINT (16.29105580346567 48.155521843521086),23,Lainergasse,1,,Siedlungsbefund,römische Wasserleitung,Römerzeit,
FUNDPUNKTEOGD.4547034,4547034,POINT (16.244834142818867 48.149151684995715),23,Mauer (Antonshöhe),,,"Einzel-, Streufund",Hornsteinklinge,Urgeschichte,
FUNDPUNKTEOGD.4547035,4547035,POINT (16.3412031788465 48.2159359283241),17,Hernalser Gürtel,,,"Einzel-, Streufund",Münzen,Römerzeit,
FUNDPUNKTEOGD.4547036,4547036,POINT (16.357070146397753 48.27045128437431),19,Burgstall,,,"Einzel-, Streufund",Keramik,Urgeschichte,
FUNDPUNKTEOGD.4547037,4547037,POINT (16.32956489421586 48.26070145628411),19,Oberer Reisenbergweg,,,"Einzel-, Streufund",Steinbeil,Urgeschichte,
FUNDPUNKTEOGD.4547038,4547038,POINT (16.34463629550235 48.27827182427663),19,Leopoldsberg,,,"Einzel-, Streufund","Keramik, Spinnwirtel, Hüttenlehm",Urgeschichte,
FUNDPUNKTEOGD.4547039,4547039,POINT (16.34306303422219 48.27987063483542),19,Leopoldsberg,,,"Einzel-, Streufund",Keramik,unbekannt,
FUNDPUNKTEOGD.4547040,4547040,POINT (16.326423586535867 48.248872233225796),19,Sieveringer Straße,92,,"Einzel-, Streufund","Keramik, Grube",unbekannt,
FUNDPUNKTEOGD.4547041,4547041,POINT (16.349683471912886 48.24388564045548),19,Silbergasse,4,,Siedlungsbefund,Mauerwerk,Neuzeit,
FUNDPUNKTEOGD.4547042,4547042,POINT (16.370139872785582 48.23318317665547),20,Jägerstraße,,,"Einzel-, Streufund",Kerzenleuchter,Neuzeit,
FUNDPUNKTEOGD.4547043,4547043,POINT (16.395140269810703 48.27161586127539),21,Hopfengasse,,,"Einzel-, Streufund",Münze,Römerzeit,
FUNDPUNKTEOGD.4547044,4547044,POINT (16.371069975843827 48.20595477307261),1,Donnergasse,1,,Grabbefund,"Gräber, Ziegel",Römerzeit,
FUNDPUNKTEOGD.4547045,4547045,POINT (16.378459029852188 48.21028081694415),1,Fleischmarkt,19,,Grabbefund,"Steinkistengrab, Keramik, Ziegel, Metall, Münze, Terra Sigillata, Bronzelampe, Gesichtsurnen",Römerzeit,
FUNDPUNKTEOGD.4547046,4547046,POINT (16.417588209714385 48.17273399065245),11,Simmeringer Hauptstraße,102,104,Siedlungsbefund,Mauerwerk,Neuzeit,
FUNDPUNKTEOGD.4547047,4547047,POINT (16.46803924381077 48.16160636171889),11,Schmidgunstgasse,42,,"Einzel-, Streufund",Keramik,Urgeschichte,
FUNDPUNKTEOGD.4547048,4547048,POINT (16.420247574521945 48.17013229852414),11,Simmeringer Hauptstraße,122,153,Siedlungsbefund,Mauerwerk,Neuzeit,
FUNDPUNKTEOGD.4547049,4547049,POINT (16.420418066818893 48.17145499512327),11,Mautner-Markhof-Gasse,75,,Siedlungsbefund,"Eisen, Türbeschlag",Neuzeit,
FUNDPUNKTEOGD.4547050,4547050,POINT (16.37088591556588 48.20609664300127),1,Neuer Markt,3,4,Grabbefund,"Ziegelgrab, Ziegel, Münzen",Römerzeit,
FUNDPUNKTEOGD.4547051,4547051,POINT (16.519394796625537 48.20595230617548),22,Ultzmanngasse,,,Grabbefund,"Gräber, Eisenkugel, Knöpfe",Neuzeit,
FUNDPUNKTEOGD.4547052,4547052,POINT (16.435062860767406 48.2543806208084),22,Budaugasse,,,"Einzel-, Streufund",Bronzearmreif,Urgeschichte,
FUNDPUNKTEOGD.4547053,4547053,POINT (16.390305408917293 48.19532368518367),3,Klimschgasse,,,Siedlungsbefund,"Grube, Keramik, Terra Sigillata, Tierknochen",Urgeschichte/Römerzeit,
FUNDPUNKTEOGD.4547054,4547054,POINT (16.388357986484788 48.19856211602844),3,Engelsberggasse,3,,Siedlungsbefund,"Öfen, Keramik, Handmühle, Tierknochen",Urgeschichte/Römerzeit,
FUNDPUNKTEOGD.4547055,4547055,POINT (16.38390455921186 48.18918874129928),3,Jacquingasse,18,,"Einzel-, Streufund","Grab, Münze",Römerzeit,
FUNDPUNKTEOGD.4547056,4547056,POINT (16.38561581997933 48.186763508663546),3,Arsenalstraße,,,"Einzel-, Streufund","Münzen, Terra Sigillata",Römerzeit,
FUNDPUNKTEOGD.4547057,4547057,POINT (16.360951688079926 48.21609134472539),9,Währinger Straße,10,,"Einzel-, Streufund",Keramik,Mittelalter,
FUNDPUNKTEOGD.4547058,4547058,POINT (16.41838903485371 48.164464312609816),11,Hasenleitengasse,,,Fossilfund,Fossilien (Mammuthus primigenius),Urgeschichte,
FUNDPUNKTEOGD.4547059,4547059,POINT (16.375188621643083 48.211395091787026),1,Rabensteig,,,Siedlungsbefund,"Ziegel, Mauerwerk",unbekannt,
FUNDPUNKTEOGD.4547060,4547060,POINT (16.36850586552009 48.20924956067871),1,Graben,18,,"Einzel-, Streufund",Keramik,Mittelalter,
FUNDPUNKTEOGD.4547061,4547061,POINT (16.372596710386468 48.21125013608679),1,Hoher Markt,8,,"Einzel-, Streufund",Münzen,Römerzeit,
FUNDPUNKTEOGD.4547062,4547062,POINT (16.35636755205654 48.22110186209407),9,Boltzmanngasse,,,"Einzel-, Streufund",Münzen,Römerzeit,
FUNDPUNKTEOGD.4547063,4547063,POINT (16.368367309367525 48.20734220062856),1,Bräunerstraße,12,,Siedlungsbefund,"Keramik, Gruben, Ofen, Tierknochen, Beinnadeln, Münze",Römerzeit,
FUNDPUNKTEOGD.4547064,4547064,POINT (16.387837417444562 48.19209797415071),3,Hohlweggasse,14,,Grabbefund,"Gräber, Bronze, Keramik, Lampe",Römerzeit,
FUNDPUNKTEOGD.4547065,4547065,POINT (16.39350820729963 48.19237722202859),3,Rennweg,64,,"Einzel-, Streufund","Bronze, Lampe",Römerzeit,
FUNDPUNKTEOGD.4547066,4547066,POINT (16.394189813024003 48.193447660458425),3,Steingasse,21,23,Siedlungsbefund,"Ziegel, Knochen, Glas, Münzen, Keramik, Terra Sigillata, Grube",Römerzeit,
FUNDPUNKTEOGD.4547067,4547067,POINT (16.387972207242708 48.192516459078476),3,Hohlweggasse,10,,"Einzel-, Streufund","Glasfläschchen, Keramik, Eisenmesser, Eisenhacke",Römerzeit,
FUNDPUNKTEOGD.4547068,4547068,POINT (16.386268769686243 48.213518201372445),2,Ferdinandstraße,30,,"Einzel-, Streufund","Glas, Eisennagel, Messing, Keramik",Neuzeit,
FUNDPUNKTEOGD.4547069,4547069,POINT (16.497703218652244 48.21998552952991),22,Böckingstraße,,,Siedlungsbefund,"Keramik, Schuhleistenkeile, Flachbeile",Urgeschichte,
FUNDPUNKTEOGD.4547070,4547070,POINT (16.378340632941274 48.197680810233045),3,Rennweg,4,6,"Einzel-, Streufund",Münze,Römerzeit,
FUNDPUNKTEOGD.4547071,4547071,POINT (16.37708226064286 48.207342061767775),1,Riemergasse,7,,Grabbefund,"Grabstein, Altar",Römerzeit,
FUNDPUNKTEOGD.4547072,4547072,POINT (16.37401791272057 48.2085412791848),1,Stephansplatz,,,Siedlungsbefund,"Mauerwerk, Knochen",unbekannt,
FUNDPUNKTEOGD.4547073,4547073,POINT (16.37149108783966 48.20588615193568),1,Himmelpfortgasse,2,,"Einzel-, Streufund","Silbermünzen, Zeitkapsel einer Grundsteinlegung",Neuzeit,
FUNDPUNKTEOGD.4547074,4547074,POINT (16.372235248859678 48.20811071785587),1,Stephansplatz,2,3,Siedlungsbefund,Mauerwerk,Mittelalter/Neuzeit,
FUNDPUNKTEOGD.4547075,4547075,POINT (16.34935390700376 48.19116357922073),6,Grabnergasse,,,Grabbefund,"Mauerwerk, Menschenskelette, Keramik",Neuzeit,
FUNDPUNKTEOGD.4547076,4547076,POINT (16.36625062568074 48.190497214176894),4,Wiedner Hauptstraße,64,66,Siedlungsbefund,Mauerwerk,Mittelalter,
FUNDPUNKTEOGD.4547077,4547077,POINT (16.370052654752275 48.21295047039298),1,Passauer Platz,,,Siedlungsbefund,Mauerwerk,Römerzeit,
FUNDPUNKTEOGD.4547078,4547078,POINT (16.34275483474778 48.15427244579706),10,Inzersdorf,,,"Einzel-, Streufund",Münze,Römerzeit,
FUNDPUNKTEOGD.4547079,4547079,POINT (16.36908413369778 48.22075944529817),2,Obere Donaustraße,22,,"Einzel-, Streufund",Keramik,Mittelalter,
FUNDPUNKTEOGD.4547080,4547080,POINT (16.37447239898766 48.21211804557049),1,Ruprechtsstiege,,,Siedlungsbefund,Mauerwerk,Neuzeit,
FUNDPUNKTEOGD.4547081,4547081,POINT (16.374086277191257 48.21043769249686),1,Rotgasse,4,,Siedlungsbefund,"Graben, Architekturteile",Römerzeit/Mittelalter,
FUNDPUNKTEOGD.4547082,4547082,POINT (16.365069557330152 48.21187267400185),1,Freyung (Schottenkirche),6,7,Grabbefund,"Menschenskelette, Ziegel, Bronzering, Münze",unbekannt,
FUNDPUNKTEOGD.4547083,4547083,POINT (16.364837550373096 48.21245841521135),1,Schottengasse,2,,"Einzel-, Streufund",Münzen,Römerzeit,
FUNDPUNKTEOGD.4547084,4547084,POINT (16.377519599441282 48.20581780573297),1,Theodor-Herzl-Platz,1,3,Siedlungsbefund,"Mauerwerk, Graben",Neuzeit,
FUNDPUNKTEOGD.4547085,4547085,POINT (16.35792450170909 48.19773388747658),6,Stiegengasse,5,,"Einzel-, Streufund",Architekturteil,unbekannt,
FUNDPUNKTEOGD.4547086,4547086,POINT (16.361623535028517 48.201161797144486),6,Theobaldgasse,2,,"Einzel-, Streufund",Ziegel ohne Stempel,Römerzeit,
